date,close,date_fm
16-07-2013,5955.25,2013-07-16
17-07-2013,5973.299805,2013-07-17
18-07-2013,6038.049805,2013-07-18
19-07-2013,6029.200195,2013-07-19
22-07-2013,6031.799805,2013-07-22
23-07-2013,6077.799805,2013-07-23
24-07-2013,5990.5,2013-07-24
25-07-2013,5907.5,2013-07-25
26-07-2013,5886.200195,2013-07-26
29-07-2013,5831.649902,2013-07-29
30-07-2013,5755.049805,2013-07-30
31-07-2013,5742.0,2013-07-31
01-08-2013,5727.850098,2013-08-01
02-08-2013,5677.899902,2013-08-02
05-08-2013,5685.399902,2013-08-05
06-08-2013,5542.25,2013-08-06
07-08-2013,5519.100098,2013-08-07
08-08-2013,5565.649902,2013-08-08
12-08-2013,5612.399902,2013-08-12
13-08-2013,5699.299805,2013-08-13
14-08-2013,5742.299805,2013-08-14
16-08-2013,5507.850098,2013-08-16
19-08-2013,5414.75,2013-08-19
20-08-2013,5401.450195,2013-08-20
21-08-2013,5302.549805,2013-08-21
22-08-2013,5408.450195,2013-08-22
23-08-2013,5471.75,2013-08-23
26-08-2013,5476.5,2013-08-26
27-08-2013,5287.450195,2013-08-27
28-08-2013,5285.0,2013-08-28
29-08-2013,5409.049805,2013-08-29
30-08-2013,5471.799805,2013-08-30
02-09-2013,5550.75,2013-09-02
03-09-2013,5341.450195,2013-09-03
04-09-2013,5448.100098,2013-09-04
05-09-2013,5592.950195,2013-09-05
06-09-2013,5680.399902,2013-09-06
10-09-2013,5896.75,2013-09-10
11-09-2013,5913.149902,2013-09-11
12-09-2013,5850.700195,2013-09-12
13-09-2013,5850.600098,2013-09-13
16-09-2013,5840.549805,2013-09-16
17-09-2013,5850.200195,2013-09-17
18-09-2013,5899.450195,2013-09-18
19-09-2013,6115.549805,2013-09-19
20-09-2013,6012.100098,2013-09-20
23-09-2013,5889.75,2013-09-23
24-09-2013,5892.450195,2013-09-24
25-09-2013,5873.850098,2013-09-25
26-09-2013,5882.25,2013-09-26
27-09-2013,5833.200195,2013-09-27
30-09-2013,5735.299805,2013-09-30
01-10-2013,5780.049805,2013-10-01
03-10-2013,5909.700195,2013-10-03
04-10-2013,5907.299805,2013-10-04
07-10-2013,5906.149902,2013-10-07
08-10-2013,5928.399902,2013-10-08
09-10-2013,6007.450195,2013-10-09
10-10-2013,6020.950195,2013-10-10
11-10-2013,6096.200195,2013-10-11
14-10-2013,6112.700195,2013-10-14
15-10-2013,6089.049805,2013-10-15
17-10-2013,6045.850098,2013-10-17
18-10-2013,6189.350098,2013-10-18
21-10-2013,6204.950195,2013-10-21
22-10-2013,6202.799805,2013-10-22
23-10-2013,6178.350098,2013-10-23
24-10-2013,6164.350098,2013-10-24
25-10-2013,6144.899902,2013-10-25
28-10-2013,6101.100098,2013-10-28
29-10-2013,6220.899902,2013-10-29
30-10-2013,6251.700195,2013-10-30
31-10-2013,6299.149902,2013-10-31
01-11-2013,6307.200195,2013-11-01
05-11-2013,6253.149902,2013-11-05
06-11-2013,6215.149902,2013-11-06
07-11-2013,6187.25,2013-11-07
08-11-2013,6140.75,2013-11-08
11-11-2013,6078.799805,2013-11-11
12-11-2013,6018.049805,2013-11-12
13-11-2013,5989.600098,2013-11-13
14-11-2013,6056.149902,2013-11-14
18-11-2013,6189.0,2013-11-18
19-11-2013,6203.350098,2013-11-19
20-11-2013,6122.899902,2013-11-20
21-11-2013,5999.049805,2013-11-21
22-11-2013,5995.450195,2013-11-22
25-11-2013,6115.350098,2013-11-25
26-11-2013,6059.100098,2013-11-26
27-11-2013,6057.100098,2013-11-27
28-11-2013,6091.850098,2013-11-28
29-11-2013,6176.100098,2013-11-29
02-12-2013,6217.850098,2013-12-02
03-12-2013,6201.850098,2013-12-03
04-12-2013,6160.950195,2013-12-04
05-12-2013,6241.100098,2013-12-05
06-12-2013,6259.899902,2013-12-06
09-12-2013,6363.899902,2013-12-09
10-12-2013,6332.850098,2013-12-10
11-12-2013,6307.899902,2013-12-11
12-12-2013,6237.049805,2013-12-12
13-12-2013,6168.399902,2013-12-13
16-12-2013,6154.700195,2013-12-16
17-12-2013,6139.049805,2013-12-17
18-12-2013,6217.149902,2013-12-18
19-12-2013,6166.649902,2013-12-19
20-12-2013,6274.25,2013-12-20
23-12-2013,6284.5,2013-12-23
24-12-2013,6268.399902,2013-12-24
26-12-2013,6278.899902,2013-12-26
27-12-2013,6313.799805,2013-12-27
30-12-2013,6291.100098,2013-12-30
02-01-2014,6221.149902,2014-01-02
03-01-2014,6211.149902,2014-01-03
06-01-2014,6191.450195,2014-01-06
07-01-2014,6162.25,2014-01-07
08-01-2014,6174.600098,2014-01-08
09-01-2014,6168.350098,2014-01-09
10-01-2014,6171.450195,2014-01-10
13-01-2014,6272.75,2014-01-13
14-01-2014,6241.850098,2014-01-14
15-01-2014,6320.899902,2014-01-15
16-01-2014,6318.899902,2014-01-16
17-01-2014,6261.649902,2014-01-17
20-01-2014,6303.950195,2014-01-20
21-01-2014,6313.799805,2014-01-21
22-01-2014,6338.950195,2014-01-22
23-01-2014,6345.649902,2014-01-23
24-01-2014,6266.75,2014-01-24
27-01-2014,6135.850098,2014-01-27
28-01-2014,6126.25,2014-01-28
29-01-2014,6120.25,2014-01-29
30-01-2014,6073.700195,2014-01-30
31-01-2014,6089.5,2014-01-31
03-02-2014,6001.799805,2014-02-03
04-02-2014,6000.899902,2014-02-04
05-02-2014,6022.399902,2014-02-05
06-02-2014,6036.299805,2014-02-06
07-02-2014,6063.200195,2014-02-07
10-02-2014,6053.450195,2014-02-10
11-02-2014,6062.700195,2014-02-11
12-02-2014,6084.0,2014-02-12
13-02-2014,6001.100098,2014-02-13
14-02-2014,6048.350098,2014-02-14
17-02-2014,,2014-02-17
18-02-2014,6127.100098,2014-02-18
19-02-2014,6152.75,2014-02-19
20-02-2014,6091.450195,2014-02-20
21-02-2014,6155.450195,2014-02-21
24-02-2014,6186.100098,2014-02-24
25-02-2014,6200.049805,2014-02-25
26-02-2014,6238.799805,2014-02-26
28-02-2014,6276.950195,2014-02-28
03-03-2014,6221.450195,2014-03-03
04-03-2014,6297.950195,2014-03-04
05-03-2014,6328.649902,2014-03-05
06-03-2014,6401.149902,2014-03-06
07-03-2014,6526.649902,2014-03-07
10-03-2014,6537.25,2014-03-10
11-03-2014,6511.899902,2014-03-11
12-03-2014,6516.899902,2014-03-12
13-03-2014,6493.100098,2014-03-13
14-03-2014,6504.200195,2014-03-14
18-03-2014,6516.649902,2014-03-18
19-03-2014,6524.049805,2014-03-19
20-03-2014,6483.100098,2014-03-20
21-03-2014,6493.200195,2014-03-21
22-03-2014,,2014-03-22
24-03-2014,6583.5,2014-03-24
25-03-2014,6589.75,2014-03-25
26-03-2014,6601.399902,2014-03-26
27-03-2014,6641.75,2014-03-27
28-03-2014,6695.899902,2014-03-28
31-03-2014,6704.200195,2014-03-31
01-04-2014,6721.049805,2014-04-01
02-04-2014,6752.549805,2014-04-02
03-04-2014,6736.100098,2014-04-03
04-04-2014,6694.350098,2014-04-04
07-04-2014,6695.049805,2014-04-07
09-04-2014,6796.200195,2014-04-09
10-04-2014,6796.399902,2014-04-10
11-04-2014,6776.299805,2014-04-11
15-04-2014,6733.100098,2014-04-15
16-04-2014,6675.299805,2014-04-16
17-04-2014,6779.399902,2014-04-17
21-04-2014,6817.649902,2014-04-21
22-04-2014,6815.350098,2014-04-22
23-04-2014,6840.799805,2014-04-23
24-04-2014,,2014-04-24
25-04-2014,6782.75,2014-04-25
28-04-2014,6761.25,2014-04-28
29-04-2014,6715.25,2014-04-29
30-04-2014,6696.399902,2014-04-30
02-05-2014,6694.799805,2014-05-02
05-05-2014,6699.350098,2014-05-05
06-05-2014,6715.299805,2014-05-06
07-05-2014,6652.549805,2014-05-07
08-05-2014,6659.850098,2014-05-08
09-05-2014,6858.799805,2014-05-09
12-05-2014,7014.25,2014-05-12
13-05-2014,7108.75,2014-05-13
14-05-2014,7108.75,2014-05-14
15-05-2014,7123.149902,2014-05-15
16-05-2014,7203.0,2014-05-16
19-05-2014,7263.549805,2014-05-19
20-05-2014,7275.5,2014-05-20
21-05-2014,7252.899902,2014-05-21
22-05-2014,7276.399902,2014-05-22
23-05-2014,7367.100098,2014-05-23
26-05-2014,7359.049805,2014-05-26
27-05-2014,7318.0,2014-05-27
28-05-2014,7329.649902,2014-05-28
29-05-2014,7235.649902,2014-05-29
30-05-2014,7229.950195,2014-05-30
02-06-2014,7362.5,2014-06-02
03-06-2014,7415.850098,2014-06-03
04-06-2014,7402.25,2014-06-04
05-06-2014,7474.100098,2014-06-05
06-06-2014,7583.399902,2014-06-06
09-06-2014,7654.600098,2014-06-09
10-06-2014,7656.399902,2014-06-10
11-06-2014,7626.850098,2014-06-11
12-06-2014,7649.899902,2014-06-12
13-06-2014,7542.100098,2014-06-13
16-06-2014,7533.549805,2014-06-16
17-06-2014,7631.700195,2014-06-17
18-06-2014,7558.200195,2014-06-18
19-06-2014,7540.700195,2014-06-19
20-06-2014,7511.450195,2014-06-20
23-06-2014,7493.350098,2014-06-23
24-06-2014,7580.200195,2014-06-24
25-06-2014,7569.25,2014-06-25
26-06-2014,7493.200195,2014-06-26
27-06-2014,7508.799805,2014-06-27
30-06-2014,7611.350098,2014-06-30
01-07-2014,7634.700195,2014-07-01
02-07-2014,7725.149902,2014-07-02
03-07-2014,7714.799805,2014-07-03
04-07-2014,7751.600098,2014-07-04
07-07-2014,7787.149902,2014-07-07
08-07-2014,7623.200195,2014-07-08
09-07-2014,7585.0,2014-07-09
10-07-2014,7567.75,2014-07-10
11-07-2014,7459.600098,2014-07-11
14-07-2014,7454.149902,2014-07-14
15-07-2014,7526.649902,2014-07-15
16-07-2014,7624.399902,2014-07-16
17-07-2014,7640.450195,2014-07-17
18-07-2014,7663.899902,2014-07-18
21-07-2014,7684.200195,2014-07-21
22-07-2014,7767.850098,2014-07-22
23-07-2014,7795.75,2014-07-23
24-07-2014,7830.600098,2014-07-24
25-07-2014,7790.450195,2014-07-25
28-07-2014,7748.700195,2014-07-28
30-07-2014,7791.399902,2014-07-30
31-07-2014,7721.299805,2014-07-31
01-08-2014,7602.600098,2014-08-01
04-08-2014,7683.649902,2014-08-04
05-08-2014,7746.549805,2014-08-05
06-08-2014,7672.049805,2014-08-06
07-08-2014,7649.25,2014-08-07
08-08-2014,7568.549805,2014-08-08
11-08-2014,7625.950195,2014-08-11
12-08-2014,7727.049805,2014-08-12
13-08-2014,7739.549805,2014-08-13
14-08-2014,7791.700195,2014-08-14
18-08-2014,7874.25,2014-08-18
19-08-2014,7897.5,2014-08-19
20-08-2014,7875.299805,2014-08-20
21-08-2014,7891.100098,2014-08-21
22-08-2014,7913.200195,2014-08-22
25-08-2014,7906.299805,2014-08-25
26-08-2014,7904.75,2014-08-26
27-08-2014,7936.049805,2014-08-27
28-08-2014,7954.350098,2014-08-28
01-09-2014,8027.700195,2014-09-01
02-09-2014,8083.049805,2014-09-02
03-09-2014,8114.600098,2014-09-03
04-09-2014,8095.950195,2014-09-04
05-09-2014,8086.850098,2014-09-05
08-09-2014,8173.899902,2014-09-08
09-09-2014,8152.950195,2014-09-09
10-09-2014,8094.100098,2014-09-10
11-09-2014,8085.700195,2014-09-11
12-09-2014,8105.5,2014-09-12
15-09-2014,8042.0,2014-09-15
16-09-2014,7932.899902,2014-09-16
17-09-2014,7975.5,2014-09-17
18-09-2014,8114.75,2014-09-18
19-09-2014,8121.450195,2014-09-19
22-09-2014,8146.299805,2014-09-22
23-09-2014,8017.549805,2014-09-23
24-09-2014,8002.399902,2014-09-24
25-09-2014,7911.850098,2014-09-25
26-09-2014,7968.850098,2014-09-26
29-09-2014,7958.899902,2014-09-29
30-09-2014,7964.799805,2014-09-30
01-10-2014,7945.549805,2014-10-01
07-10-2014,7852.399902,2014-10-07
08-10-2014,7842.700195,2014-10-08
09-10-2014,7960.549805,2014-10-09
10-10-2014,7859.950195,2014-10-10
13-10-2014,7884.25,2014-10-13
14-10-2014,7864.0,2014-10-14
15-10-2014,,2014-10-15
16-10-2014,7748.200195,2014-10-16
17-10-2014,7779.700195,2014-10-17
20-10-2014,7879.399902,2014-10-20
21-10-2014,7927.75,2014-10-21
22-10-2014,7995.899902,2014-10-22
27-10-2014,7991.700195,2014-10-27
28-10-2014,8027.600098,2014-10-28
29-10-2014,8090.450195,2014-10-29
30-10-2014,8169.200195,2014-10-30
31-10-2014,8322.200195,2014-10-31
03-11-2014,8324.150391,2014-11-03
05-11-2014,8338.299805,2014-11-05
07-11-2014,8337.0,2014-11-07
10-11-2014,8344.25,2014-11-10
11-11-2014,8362.650391,2014-11-11
12-11-2014,8383.299805,2014-11-12
13-11-2014,8357.849609,2014-11-13
14-11-2014,8389.900391,2014-11-14
17-11-2014,8430.75,2014-11-17
18-11-2014,8425.900391,2014-11-18
19-11-2014,8382.299805,2014-11-19
20-11-2014,8401.900391,2014-11-20
21-11-2014,8477.349609,2014-11-21
24-11-2014,8530.150391,2014-11-24
25-11-2014,8463.099609,2014-11-25
26-11-2014,8475.75,2014-11-26
27-11-2014,8494.200195,2014-11-27
28-11-2014,8588.25,2014-11-28
01-12-2014,8555.900391,2014-12-01
02-12-2014,8524.700195,2014-12-02
03-12-2014,8537.650391,2014-12-03
04-12-2014,8564.400391,2014-12-04
05-12-2014,8538.299805,2014-12-05
08-12-2014,8438.25,2014-12-08
09-12-2014,8340.700195,2014-12-09
10-12-2014,8355.650391,2014-12-10
11-12-2014,8292.900391,2014-12-11
12-12-2014,8224.099609,2014-12-12
15-12-2014,8219.599609,2014-12-15
16-12-2014,8067.600098,2014-12-16
17-12-2014,8029.799805,2014-12-17
18-12-2014,8159.299805,2014-12-18
19-12-2014,8225.200195,2014-12-19
22-12-2014,8324.0,2014-12-22
23-12-2014,8267.0,2014-12-23
24-12-2014,8174.100098,2014-12-24
26-12-2014,8200.700195,2014-12-26
29-12-2014,8246.299805,2014-12-29
30-12-2014,8248.25,2014-12-30
02-01-2015,8395.450195,2015-01-02
05-01-2015,8378.400391,2015-01-05
06-01-2015,8127.350098,2015-01-06
07-01-2015,8102.100098,2015-01-07
08-01-2015,8234.599609,2015-01-08
09-01-2015,8284.5,2015-01-09
12-01-2015,8323.0,2015-01-12
13-01-2015,8299.400391,2015-01-13
14-01-2015,8277.549805,2015-01-14
15-01-2015,8494.150391,2015-01-15
16-01-2015,8513.799805,2015-01-16
19-01-2015,8550.700195,2015-01-19
20-01-2015,8695.599609,2015-01-20
21-01-2015,8729.5,2015-01-21
22-01-2015,8761.400391,2015-01-22
23-01-2015,8835.599609,2015-01-23
27-01-2015,8910.5,2015-01-27
28-01-2015,8914.299805,2015-01-28
29-01-2015,8952.349609,2015-01-29
30-01-2015,8808.900391,2015-01-30
02-02-2015,8797.400391,2015-02-02
03-02-2015,8756.549805,2015-02-03
04-02-2015,8723.700195,2015-02-04
05-02-2015,8711.700195,2015-02-05
06-02-2015,8661.049805,2015-02-06
09-02-2015,8526.349609,2015-02-09
10-02-2015,8565.549805,2015-02-10
11-02-2015,8627.400391,2015-02-11
12-02-2015,8711.549805,2015-02-12
13-02-2015,8805.5,2015-02-13
16-02-2015,8809.349609,2015-02-16
18-02-2015,8869.099609,2015-02-18
19-02-2015,8895.299805,2015-02-19
20-02-2015,8833.599609,2015-02-20
23-02-2015,8754.950195,2015-02-23
24-02-2015,8762.099609,2015-02-24
25-02-2015,8767.25,2015-02-25
26-02-2015,8683.849609,2015-02-26
27-02-2015,8844.599609,2015-02-27
28-02-2015,,2015-02-28
02-03-2015,8956.75,2015-03-02
03-03-2015,8996.25,2015-03-03
04-03-2015,8922.650391,2015-03-04
05-03-2015,8937.75,2015-03-05
09-03-2015,8756.75,2015-03-09
10-03-2015,8712.049805,2015-03-10
11-03-2015,8699.950195,2015-03-11
12-03-2015,8776.0,2015-03-12
13-03-2015,8647.75,2015-03-13
16-03-2015,8633.150391,2015-03-16
17-03-2015,8723.299805,2015-03-17
18-03-2015,8685.900391,2015-03-18
19-03-2015,8634.650391,2015-03-19
20-03-2015,8570.900391,2015-03-20
23-03-2015,8550.900391,2015-03-23
24-03-2015,8542.950195,2015-03-24
25-03-2015,8530.799805,2015-03-25
26-03-2015,8342.150391,2015-03-26
27-03-2015,8341.400391,2015-03-27
30-03-2015,8492.299805,2015-03-30
31-03-2015,8491.0,2015-03-31
01-04-2015,8586.25,2015-04-01
06-04-2015,8659.900391,2015-04-06
07-04-2015,8660.299805,2015-04-07
08-04-2015,8714.400391,2015-04-08
09-04-2015,8778.299805,2015-04-09
10-04-2015,8780.349609,2015-04-10
13-04-2015,8834.0,2015-04-13
15-04-2015,,2015-04-15
16-04-2015,8706.700195,2015-04-16
17-04-2015,8606.0,2015-04-17
20-04-2015,8448.099609,2015-04-20
21-04-2015,8377.75,2015-04-21
22-04-2015,8429.700195,2015-04-22
23-04-2015,8398.299805,2015-04-23
24-04-2015,8305.25,2015-04-24
27-04-2015,8213.799805,2015-04-27
28-04-2015,8285.599609,2015-04-28
29-04-2015,8239.75,2015-04-29
30-04-2015,8181.5,2015-04-30
04-05-2015,8331.950195,2015-05-04
05-05-2015,8324.799805,2015-05-05
06-05-2015,8097.0,2015-05-06
07-05-2015,8057.299805,2015-05-07
08-05-2015,8191.5,2015-05-08
11-05-2015,8325.25,2015-05-11
12-05-2015,8126.950195,2015-05-12
13-05-2015,8235.450195,2015-05-13
14-05-2015,8224.200195,2015-05-14
15-05-2015,8262.349609,2015-05-15
18-05-2015,8373.650391,2015-05-18
19-05-2015,8365.650391,2015-05-19
20-05-2015,8423.25,2015-05-20
21-05-2015,8421.0,2015-05-21
22-05-2015,8458.950195,2015-05-22
25-05-2015,8370.25,2015-05-25
26-05-2015,8339.349609,2015-05-26
27-05-2015,8334.599609,2015-05-27
28-05-2015,8319.0,2015-05-28
29-05-2015,8433.650391,2015-05-29
01-06-2015,8433.400391,2015-06-01
02-06-2015,8236.450195,2015-06-02
03-06-2015,8135.100098,2015-06-03
04-06-2015,8130.649902,2015-06-04
05-06-2015,8114.700195,2015-06-05
08-06-2015,8044.149902,2015-06-08
09-06-2015,8022.399902,2015-06-09
10-06-2015,8124.450195,2015-06-10
11-06-2015,7965.350098,2015-06-11
12-06-2015,7982.899902,2015-06-12
15-06-2015,8013.899902,2015-06-15
16-06-2015,8047.299805,2015-06-16
17-06-2015,8091.549805,2015-06-17
18-06-2015,8174.600098,2015-06-18
19-06-2015,8224.950195,2015-06-19
22-06-2015,8353.099609,2015-06-22
23-06-2015,8381.549805,2015-06-23
24-06-2015,8360.849609,2015-06-24
25-06-2015,8398.0,2015-06-25
26-06-2015,8381.099609,2015-06-26
29-06-2015,8318.400391,2015-06-29
30-06-2015,8368.5,2015-06-30
01-07-2015,8453.049805,2015-07-01
02-07-2015,8444.900391,2015-07-02
03-07-2015,8484.900391,2015-07-03
06-07-2015,8522.150391,2015-07-06
07-07-2015,8510.799805,2015-07-07
08-07-2015,8363.049805,2015-07-08
09-07-2015,8328.549805,2015-07-09
10-07-2015,8360.549805,2015-07-10
13-07-2015,8459.650391,2015-07-13
14-07-2015,8454.099609,2015-07-14
15-07-2015,8523.799805,2015-07-15
16-07-2015,8608.049805,2015-07-16
17-07-2015,8609.849609,2015-07-17
20-07-2015,8603.450195,2015-07-20
21-07-2015,8529.450195,2015-07-21
22-07-2015,8633.5,2015-07-22
23-07-2015,8589.799805,2015-07-23
24-07-2015,8521.549805,2015-07-24
27-07-2015,8361.0,2015-07-27
28-07-2015,8337.0,2015-07-28
29-07-2015,8375.049805,2015-07-29
30-07-2015,8421.799805,2015-07-30
31-07-2015,8532.849609,2015-07-31
03-08-2015,8543.049805,2015-08-03
04-08-2015,8516.900391,2015-08-04
05-08-2015,8567.950195,2015-08-05
06-08-2015,8588.650391,2015-08-06
07-08-2015,8564.599609,2015-08-07
10-08-2015,8525.599609,2015-08-10
11-08-2015,8462.349609,2015-08-11
12-08-2015,8349.450195,2015-08-12
13-08-2015,8355.849609,2015-08-13
14-08-2015,8518.549805,2015-08-14
17-08-2015,8477.299805,2015-08-17
18-08-2015,8466.549805,2015-08-18
19-08-2015,8495.150391,2015-08-19
20-08-2015,8372.75,2015-08-20
21-08-2015,8299.950195,2015-08-21
24-08-2015,7809.0,2015-08-24
25-08-2015,7880.700195,2015-08-25
26-08-2015,7791.850098,2015-08-26
27-08-2015,7948.950195,2015-08-27
28-08-2015,8001.950195,2015-08-28
31-08-2015,7971.299805,2015-08-31
01-09-2015,7785.850098,2015-09-01
02-09-2015,7717.0,2015-09-02
03-09-2015,7823.0,2015-09-03
04-09-2015,7655.049805,2015-09-04
07-09-2015,7558.799805,2015-09-07
08-09-2015,7688.25,2015-09-08
09-09-2015,7818.600098,2015-09-09
10-09-2015,7788.100098,2015-09-10
11-09-2015,7789.299805,2015-09-11
14-09-2015,7872.25,2015-09-14
15-09-2015,7829.100098,2015-09-15
16-09-2015,7899.149902,2015-09-16
18-09-2015,7981.899902,2015-09-18
21-09-2015,7977.100098,2015-09-21
22-09-2015,7812.0,2015-09-22
23-09-2015,7845.950195,2015-09-23
24-09-2015,7868.5,2015-09-24
28-09-2015,7795.700195,2015-09-28
29-09-2015,7843.299805,2015-09-29
30-09-2015,7948.899902,2015-09-30
01-10-2015,7950.899902,2015-10-01
05-10-2015,8119.299805,2015-10-05
06-10-2015,8152.899902,2015-10-06
07-10-2015,8177.399902,2015-10-07
08-10-2015,8129.350098,2015-10-08
09-10-2015,8189.700195,2015-10-09
12-10-2015,8143.600098,2015-10-12
13-10-2015,8131.700195,2015-10-13
14-10-2015,8107.899902,2015-10-14
15-10-2015,8179.5,2015-10-15
16-10-2015,8238.150391,2015-10-16
19-10-2015,8275.049805,2015-10-19
20-10-2015,8261.650391,2015-10-20
21-10-2015,8251.700195,2015-10-21
23-10-2015,8295.450195,2015-10-23
26-10-2015,8260.549805,2015-10-26
27-10-2015,8232.900391,2015-10-27
28-10-2015,8171.200195,2015-10-28
29-10-2015,8111.75,2015-10-29
30-10-2015,8065.799805,2015-10-30
02-11-2015,8050.799805,2015-11-02
03-11-2015,8060.700195,2015-11-03
04-11-2015,8040.200195,2015-11-04
05-11-2015,7955.450195,2015-11-05
06-11-2015,7954.299805,2015-11-06
09-11-2015,7915.200195,2015-11-09
10-11-2015,7783.350098,2015-11-10
13-11-2015,7762.25,2015-11-13
16-11-2015,7806.600098,2015-11-16
17-11-2015,7837.549805,2015-11-17
18-11-2015,7731.799805,2015-11-18
19-11-2015,7842.75,2015-11-19
